movieId,title,genres,rating
193,Showgirls (1995),Drama,2.2478297395687483
194,Smoke (1995),Comedy|Drama,3.8442938267081885
195,Something to Talk About (1995),Comedy|Drama|Romance,3.077944179714091
196,Species (1995),Horror|Sci-Fi,2.8360270915108137
197,"Stars Fell on Henrietta, The (1995)",Drama,3.0555555555555554
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.417996761508212
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,3.77007299270073
200,"Tie That Binds, The (1995)",Thriller,2.8222222222222224
201,Three Wishes (1995),Drama|Fantasy,3.001457725947522
202,Total Eclipse (1995),Drama|Romance,3.0543478260869565
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.1462450592885376
204,Under Siege 2: Dark Territory (1995),Action,2.926604922608475
205,Unstrung Heroes (1995),Comedy|Drama,3.5
206,Unzipped (1995),Documentary,3.448717948717949
207,"Walk in the Clouds, A (1995)",Drama|Romance,3.3732562774013553
208,Waterworld (1995),Action|Adventure|Sci-Fi,2.8652335902399826
209,White Man's Burden (1995),Drama,2.8105726872246697
210,Wild Bill (1995),Western,2.8870246085011186
211,"Browning Version, The (1994)",Drama,3.584600760456274
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,2.5657276995305165
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,4.01654306902453
214,Before the Rain (Pred dozhdot) (1994),Drama|War,4.026966292134832
215,Before Sunrise (1995),Drama|Romance,3.914843512610149
216,Billy Madison (1995),Comedy,3.2408267020335986
217,"Babysitter, The (1995)",Drama|Thriller,2.728191489361702
218,Boys on the Side (1995),Comedy|Drama,3.285843685300207
219,"Cure, The (1995)",Drama,3.6061120543293717
220,Castle Freak (1995),Horror,2.4482758620689653
222,Circle of Friends (1995),Drama|Romance,3.5284704131001114
223,Clerks (1994),Comedy,3.847214137214137
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.4449993597131514
225,Disclosure (1994),Drama|Thriller,3.2840320910973086
226,Dream Man (1995),Thriller,2.7837837837837838
227,Drop Zone (1994),Action|Thriller,3.0618285987109095
228,Destiny Turns on the Radio (1995),Comedy,2.69151376146789
229,Death and the Maiden (1994),Drama|Thriller,3.5625
230,Dolores Claiborne (1995),Drama|Thriller,3.588200326943082
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,2.964968752944132
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,4.027935943060498
233,Exotica (1994),Drama,3.533083645443196
234,Exit to Eden (1994),Comedy,2.6703929539295395
235,Ed Wood (1994),Comedy|Drama,3.664388396868181
236,French Kiss (1995),Action|Comedy|Romance,3.3150479880250066
237,Forget Paris (1995),Comedy|Romance,3.2214038128249567
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,3.1657963446475197
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.08521377672209
240,Hideaway (1995),Thriller,2.910783055198973
241,Fluke (1995),Children|Drama,3.0261194029850746
242,Farinelli: il castrato (1994),Drama|Musical,3.3855
243,Gordy (1995),Children|Comedy|Fantasy,2.5377358490566038
244,Gumby: The Movie (1995),Animation|Children,2.375451263537906
245,The Glass Shield (1994),Crime|Drama,2.9686192468619246
246,Hoop Dreams (1994),Documentary,4.028236985316767
247,Heavenly Creatures (1994),Crime|Drama,3.8224384098544233
248,Houseguest (1994),Comedy,3.0080251221214236
249,Immortal Beloved (1994),Drama|Romance,3.675253192426244
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,3.0751633986928106
251,"Hunted, The (1995)",Action,3.057184750733138
252,I.Q. (1994),Comedy|Romance,3.215840517241379
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.508920477209269
254,Jefferson in Paris (1995),Drama,2.9111498257839723
255,"Jerky Boys, The (1995)",Comedy,2.277948717948718
256,Junior (1994),Comedy|Sci-Fi,2.7017581020970134
257,Just Cause (1995),Mystery|Thriller,3.4075381140598533
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,2.6281328320802007
259,Kiss of Death (1995),Crime|Drama|Thriller,3.060162601626016
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.120188599618726
261,Little Women (1994),Drama,3.627589063794532
262,"Little Princess, A (1995)",Children|Drama,3.7653443113772456
263,Ladybird Ladybird (1994),Drama,3.745923913043478
264,"Enfer, L' (1994)",Drama,3.374233128834356
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.921667748817364
266,Legends of the Fall (1994),Drama|Romance|War|Western,3.5003490069166827
267,Major Payne (1995),Comedy,2.886744743146127
268,Little Odessa (1994),Crime|Drama,3.306167400881057
269,My Crazy Life (Mi vida loca) (1993),Drama,3.4518181818181817
270,Love Affair (1994),Drama|Romance,3.170042194092827
271,Losing Isaiah (1995),Drama,3.3343585237258346
272,"Madness of King George, The (1994)",Comedy|Drama,3.7400504484304933
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3.132062978222484
274,Man of the House (1995),Comedy,2.8387665198237886
275,Mixed Nuts (1994),Comedy,2.7166089965397924
276,Milk Money (1994),Comedy|Romance,2.978864734299517
277,Miracle on 34th Street (1994),Drama,3.4048868672731514
278,Miami Rhapsody (1995),Comedy,3.021194605009634
279,My Family (1995),Drama,3.6973995271867612
280,Murder in the First (1995),Drama|Thriller,3.7172008547008546
281,Nobody's Fool (1994),Comedy|Drama|Romance,3.661371237458194
282,Nell (1994),Drama,3.409440492213036
283,New Jersey Drive (1995),Crime|Drama,3.0472972972972974
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,2.8529411764705883
285,Beyond Bedlam (1993),Drama|Horror,2.26875
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,2.066326530612245
287,Nina Takes a Lover (1994),Comedy|Romance,3.2524590163934426
288,Natural Born Killers (1994),Action|Crime|Thriller,3.2577711853476075
289,Only You (1994),Comedy|Romance,3.3515018562267973
290,Once Were Warriors (1994),Crime|Drama,3.9737263270205387
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.4105008077544428
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.0885985748218525
294,"Perez Family, The (1995)",Comedy|Romance,3.16023166023166
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2.770238095238095
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.188912039361382
297,Panther (1995),Drama,3.1546184738955825
298,Pushing Hands (Tui shou) (1992),Drama,3.5242290748898677
299,Priest (1994),Drama,3.71598995395563
300,Quiz Show (1994),Drama,3.66378901931884
301,Picture Bride (Bijo photo) (1994),Drama|Romance,3.5239234449760763
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.7267721954576736
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,3.0432486221677895
304,Roommates (1995),Comedy|Drama,3.1710122699386503
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.7103059581320452
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,4.072966846132049
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.981408706166868
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,3.9024582104228123
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,3.6223021582733814
310,Rent-a-Kid (1995),Comedy,2.8095238095238093
311,Relative Fear (1994),Horror|Thriller,2.651315789473684
312,Stuart Saves His Family (1995),Comedy,2.62125
313,"Swan Princess, The (1994)",Animation|Children,3.0378315132605302
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.849933774834437
315,"Specialist, The (1994)",Action|Drama|Thriller,2.8919378338999513
316,Stargate (1994),Action|Adventure|Sci-Fi,3.3710611452604335
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.128074747346342
318,"Shawshank Redemption, The (1994)",Crime|Drama,4.413576004516335
319,Shallow Grave (1994),Comedy|Drama|Thriller,3.775382785788613
320,Suture (1993),Film-Noir|Thriller,3.240802675585284
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.7685851318944845
322,Swimming with Sharks (1995),Comedy|Drama,3.668214285714286
324,"Sum of Us, The (1994)",Comedy|Drama,3.6728538283062644
325,National Lampoon's Senior Trip (1995),Comedy,2.646161934805468
326,To Live (Huozhe) (1994),Drama,4.0796597061098225
327,Tank Girl (1995),Action|Comedy|Sci-Fi,2.816469884920042
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.146257031588057
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.322669104204753
330,Tales from the Hood (1995),Action|Crime|Horror,2.7893992932862193
331,Tom & Viv (1994),Drama,3.264646464646465
332,Village of the Damned (1995),Horror|Sci-Fi,2.773307163886163
333,Tommy Boy (1995),Comedy,3.356478068558791
334,Vanya on 42nd Street (1994),Drama,3.816722408026756
335,Underneath (1995),Mystery|Thriller,3.26171875
336,"Walking Dead, The (1995)",Drama|War,2.8352059925093633
337,What's Eating Gilbert Grape (1993),Drama,3.7512185215272136
338,Virtuosity (1995),Action|Sci-Fi|Thriller,2.9854872149274363
339,While You Were Sleeping (1995),Comedy|Romance,3.4993894441680613
340,"War, The (1994)",Adventure|Drama|War,3.3774436090225564
341,Double Happiness (1994),Drama,3.5639204545454546
342,Muriel's Wedding (1994),Comedy,3.507638565440149
343,"Baby-Sitters Club, The (1995)",Children,2.6692037470725993
344,Ace Ventura: Pet Detective (1994),Comedy,2.9898406002189413
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.642062742629315
346,Backbeat (1993),Drama|Musical,3.409970958373669
347,Bitter Moon (1992),Drama|Film-Noir|Romance,3.44702842377261
348,Bullets Over Broadway (1994),Comedy,3.6953642384105962
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.6551898004754015
350,"Client, The (1994)",Drama|Mystery|Thriller,3.466657593903103
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3.3049367850692355
352,Crooklyn (1994),Comedy|Drama,3.280944625407166
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,3.517972748011591
354,Cobb (1994),Drama,3.135689354275742
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,2.4127870563674323
356,Forrest Gump (1994),Comedy|Drama|Romance|War,4.048011436845787
357,Four Weddings and a Funeral (1994),Comedy|Romance,3.6408326781234788
358,Higher Learning (1995),Drama,3.2518072289156628
359,I Like It Like That (1994),Comedy|Drama|Romance,3.296875
360,I Love Trouble (1994),Action|Comedy,2.72088772845953
361,It Could Happen to You (1994),Comedy|Drama|Romance,3.326783114992722
362,"Jungle Book, The (1994)",Adventure|Children|Romance,3.377949377949378
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,3.993220338983051
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,3.817136507193824
365,Little Buddha (1993),Drama,3.1569086651053864
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,2.9780075187969923
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,3.183039195863782
368,Maverick (1994),Adventure|Comedy|Western,3.412776934749621
369,Mrs. Parker and the Vicious Circle (1994),Drama,3.2886138613861386
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,2.9788651669293595
371,"Paper, The (1994)",Comedy|Drama,3.2587484035759897
372,Reality Bites (1994),Comedy|Drama|Romance,3.2500337154416723
373,Red Rock West (1992),Thriller,3.76906584992343
374,Richie Rich (1994),Children|Comedy,2.4218655360387644
375,Safe Passage (1994),Drama,3.2804347826086957
376,"River Wild, The (1994)",Action|Thriller,3.2755446308077887
377,Speed (1994),Action|Romance|Thriller,3.481247881458525
378,Speechless (1994),Comedy|Romance,3.1331764705882352
379,Timecop (1994),Action|Sci-Fi|Thriller,2.7242633345766505
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.4922731744774795
381,When a Man Loves a Woman (1994),Drama|Romance,3.390638963360143
382,Wolf (1994),Drama|Horror|Romance|Thriller,3.0406736261571794
383,Wyatt Earp (1994),Western,3.199915200339199
384,Bad Company (1995),Action|Crime|Drama,2.951008645533141
385,"Man of No Importance, A (1994)",Drama,3.5560344827586206
386,S.F.W. (1994),Drama,2.8213213213213213
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,2.6527777777777777
388,Boys Life (1995),Drama,3.5392927308447937
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,3.4759358288770055
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,3.4072532699167657
391,Jason's Lyric (1994),Crime|Drama,3.1876574307304786
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,3.349802371541502
393,Street Fighter (1994),Action|Adventure|Fantasy,1.9003150315031503
394,Coldblooded (1995),Comedy,3.3143939393939394
395,Desert Winds (1995),Drama|Fantasy|Romance,3.1666666666666665
396,Fall Time (1995),Drama,2.484375
397,"Fear, The (1995)",Horror,2.1193181818181817
398,Frank and Ollie (1995),Documentary,3.451923076923077
399,Girl in the Cadillac (1995),Drama,2.25
400,Homage (1995),Drama,2.607142857142857
401,Mirage (1995),Action|Thriller,3.1470588235294117
402,Open Season (1996),Comedy,2.8365384615384617
403,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama,2.1666666666666665
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,3.2785714285714285
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,2.441018766756032
406,Federal Hill (1994),Drama,3.0757575757575757
407,In the Mouth of Madness (1995),Horror|Thriller,3.2433517310587057
408,8 Seconds (1994),Drama,3.238134206219313
409,Above the Rim (1994),Crime|Drama,3.0416666666666665
410,Addams Family Values (1993),Children|Comedy|Fantasy,3.0116337743888764
411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,2.780952380952381
412,"Age of Innocence, The (1993)",Drama,3.559560387615221
413,Airheads (1994),Comedy,2.8108767648596826
414,"Air Up There, The (1994)",Comedy,2.609770808202654
415,Another Stakeout (1993),Comedy|Thriller,2.808373042886317
416,Bad Girls (1994),Western,2.6982864137086904
417,Barcelona (1994),Comedy|Romance,3.520618556701031
418,Being Human (1993),Drama,2.7009419152276295
419,"Beverly Hillbillies, The (1993)",Comedy,2.4867267124911114
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,2.7501075885812654
421,Black Beauty (1994),Adventure|Children|Drama,3.2872470876762723
422,Blink (1994),Thriller,3.2334615384615386
423,Blown Away (1994),Action|Thriller,2.999084249084249
424,Blue Chips (1994),Drama,2.7202549575070822
425,Blue Sky (1994),Drama|Romance,3.4652338811630847
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,3.1090698444223768
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,2.5480831708901883
428,"Bronx Tale, A (1993)",Drama,3.823092998955068
429,Cabin Boy (1994),Comedy,2.38168210976479
430,Calendar Girl (1993),Comedy|Drama,2.3417721518987342
431,Carlito's Way (1993),Crime|Drama,3.719788264444194
